app,bundle_id,kind,size,size_kb,reason,path,also_matched_by
Code,com.microsoft.VSCode,cache-like-inside-support,1.6 MiB,1636,cache-like descendant,/Users/yaniv/Library/Application Support/Code/CachedProfilesData,
LM Studio,ai.elementlabs.lmstudio,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/LM Studio/GPUCache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/rancher-desktop/electron/GPUCache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/Rancher-Desktop/electron/GPUCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Default/GPUCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,1.6 MiB,1608,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Default/GPUCache,
Code,com.microsoft.VSCode,cache-like-inside-support,1.4 MiB,1384,cache-like descendant,/Users/yaniv/Library/Application Support/Code/logs,
Code,com.microsoft.VSCode,cache-like-inside-support,1.2 MiB,1240,cache-like descendant,/Users/yaniv/Library/Application Support/Code/Crashpad,
Sonos,com.sonos.macController2,cache-like,1.2 MiB,1236,bundle-id cache,/Users/yaniv/Library/Caches/com.sonos.macController2,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,1.2 MiB,1180,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/CachedProfilesData,
Commander One,com.eltima.cmd1.mas,support/container,1.1 MiB,1132,bundle-id container,/Users/yaniv/Library/Containers/com.eltima.cmd1.mas,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,1.1 MiB,1084,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/logs,
Oracle Backup,com.electron.oraclebackup,cache-like-inside-support,1.1 MiB,1084,cache-like descendant,/Users/yaniv/Library/Application Support/Oracle Backup/Cache,
iTerm2,com.googlecode.iterm2,cache-like,1.1 MiB,1076,bundle-id cache,/Users/yaniv/Library/Caches/com.googlecode.iterm2,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,996.0 KiB,996,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/CachedProfilesData,
Codex,com.openai.codex,support/container,888.0 KiB,888,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Codex,
OBS Studio,com.obsproject.obs-studio,support/container,844.0 KiB,844,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/obs-studio,
OBS Studio,com.obsproject.obs-studio,support/container,844.0 KiB,844,app-name exact,/Users/yaniv/Library/Application Support/OBS-Studio,
Slack,com.tinyspeck.slackmacgap,cache-like-inside-support,760.0 KiB,760,cache-like descendant,/Users/yaniv/Library/Application Support/Slack/Cache,
Microsoft Edge,com.microsoft.edgemac,cache-like,696.0 KiB,696,bundle-id webkit,/Users/yaniv/Library/WebKit/com.microsoft.edgemac,
LM Studio,ai.elementlabs.lmstudio,support/container,680.0 KiB,680,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/LM Studio,
Nudge,com.github.macadmins.Nudge,cache-like,656.0 KiB,656,bundle-id cache,/Users/yaniv/Library/Caches/com.github.macadmins.Nudge,
zoom.us,us.zoom.xos,cache-like,576.0 KiB,576,safe fuzzy exact/segment match,/Users/yaniv/Library/WebKit/us.zoom.xos,
Arc,company.thebrowser.Browser,cache-like,552.0 KiB,552,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/company.thebrowser.Browser,
Code,com.microsoft.VSCode,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Code/DawnWebGPUCache,
Code,com.microsoft.VSCode,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Code/DawnCache,
Code,com.microsoft.VSCode,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Code/DawnGraphiteCache,
Dia,company.thebrowser.dia,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/ShaderCache,
LM Studio,ai.elementlabs.lmstudio,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/LM Studio/DawnWebGPUCache,
LM Studio,ai.elementlabs.lmstudio,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/LM Studio/DawnGraphiteCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/DawnCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/DawnGraphiteCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/DawnWebGPUCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/DawnGraphiteCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/DawnWebGPUCache,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/DawnGraphiteCache,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/DawnWebGPUCache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Rancher Desktop/DawnGraphiteCache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Rancher Desktop/DawnWebGPUCache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/rancher-desktop/electron/DawnGraphiteCache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/rancher-desktop/electron/DawnWebGPUCache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Rancher-Desktop/electron/DawnWebGPUCache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Rancher-Desktop/electron/DawnGraphiteCache,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/DawnWebGPUCache,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/DawnGraphiteCache,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/ShaderCache,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Default/DawnCache,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Default/GPUCache,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Default/DawnWebGPUCache,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Default/DawnGraphiteCache,
Arc,company.thebrowser.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/ShaderCache,
Oracle Backup,com.electron.oraclebackup,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Oracle Backup/DawnCache,
Oracle Backup,com.electron.oraclebackup,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Oracle Backup/GPUCache,
Codex,com.openai.codex,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Codex/DawnWebGPUCache,
Codex,com.openai.codex,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Codex/GPUCache,
Codex,com.openai.codex,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Codex/DawnGraphiteCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/ShaderCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Profile 1/DawnGraphiteCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Profile 1/GPUCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Profile 2/GPUCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Profile 2/DawnGraphiteCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Profile 1/DawnWebGPUCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Profile 2/DawnWebGPUCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Default/DawnGraphiteCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Default/DawnWebGPUCache,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/GrShaderCache,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/ShaderCache,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/Default/DawnGraphiteCache,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/Default/DawnWebGPUCache,
Comet,ai.perplexity.comet,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/ShaderCache,
Comet,ai.perplexity.comet,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/GrShaderCache,
Comet,ai.perplexity.comet,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/Default/DawnGraphiteCache,
Comet,ai.perplexity.comet,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/Default/GPUCache,
Comet,ai.perplexity.comet,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/Default/DawnWebGPUCache,
Slack,com.tinyspeck.slackmacgap,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Slack/DawnCache,
Slack,com.tinyspeck.slackmacgap,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Slack/DawnGraphiteCache,
Slack,com.tinyspeck.slackmacgap,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/Slack/DawnWebGPUCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/ShaderCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Default/DawnWebGPUCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,548.0 KiB,548,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Default/DawnGraphiteCache,
Ghostty,com.mitchellh.ghostty,cache-like,520.0 KiB,520,bundle-id webkit,/Users/yaniv/Library/WebKit/com.mitchellh.ghostty,
F5 Endpoint Inspector,com.f5.epi,support/container,500.0 KiB,500,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/F5 EPI,
iTerm2,com.googlecode.iterm2,support/container,440.0 KiB,440,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/iTerm2,
Codex,com.openai.codex,cache-like,424.0 KiB,424,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.openai.codex,
Alfred,com.runningwithcrayons.Alfred,support/container,392.0 KiB,392,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Alfred,
Ghostty,com.mitchellh.ghostty,cache-like,368.0 KiB,368,bundle-id cache,/Users/yaniv/Library/Caches/com.mitchellh.ghostty,
zoom.us,us.zoom.xos,cache-like,360.0 KiB,360,safe fuzzy exact/segment match,/Users/yaniv/Library/HTTPStorages/us.zoom.xos,
Cursor,com.todesktop.230313mzl4w4u92,cache-like,340.0 KiB,340,bundle-id cache,/Users/yaniv/Library/Caches/com.todesktop.230313mzl4w4u92,
LM Studio,ai.elementlabs.lmstudio,cache-like-inside-support,300.0 KiB,300,cache-like descendant,/Users/yaniv/Library/Application Support/LM Studio/Cache,
Rancher Desktop,io.rancherdesktop.app,cache-like-inside-support,292.0 KiB,292,cache-like descendant,/Users/yaniv/Library/Application Support/Rancher Desktop/Cache,
Rancher Desktop,io.rancherdesktop.app,cache-like,288.0 KiB,288,app-name exact,/Users/yaniv/Library/Logs/Rancher-Desktop,
Rancher Desktop,io.rancherdesktop.app,cache-like,288.0 KiB,288,safe fuzzy exact/segment match,/Users/yaniv/Library/Logs/rancher-desktop,
Slack,com.tinyspeck.slackmacgap,cache-like,276.0 KiB,276,bundle-id cache,/Users/yaniv/Library/Caches/com.tinyspeck.slackmacgap,
Nudge,com.github.macadmins.Nudge,support/container,252.0 KiB,252,bundle-id support,/Users/yaniv/Library/Application Support/com.github.macadmins.Nudge,
Code,com.microsoft.VSCode,cache-like,232.0 KiB,232,bundle-id http storage,/Users/yaniv/Library/HTTPStorages/com.microsoft.VSCode,
Arc,company.thebrowser.Browser,cache-like-inside-support,208.0 KiB,208,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/SidebarItemsFaviconCache,
Arc,company.thebrowser.Browser,support/container,200.0 KiB,200,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/firestore/Arc,
Warp,dev.warp.Warp-Stable,support/container,176.0 KiB,176,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/dev.warp.Warp-Stable,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,168.0 KiB,168,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/Cache,
Codex,com.openai.codex,cache-like,168.0 KiB,168,bundle-id logs,/Users/yaniv/Library/Logs/com.openai.codex,
